Day,Date,Time,Home,Home Score,Away Score,Away,Attendance,Venue
Sun,7/7/2019,16:30 (15:30),Philadelphia,2,2,Orlando City,"18,574",Subaru Park
Sat,7/20/2019,19:30 (18:30),Philadelphia,2,0,Chicago,"17,471",Subaru Park
Sun,8/11/2019,18:00 (17:00),Philadelphia,2,1,Houston,"18,550",Subaru Park
Sat,8/24/2019,19:30 (18:30),Philadelphia,3,1,D.C. United,"18,781",Subaru Park
Sat,8/31/2019,19:30 (18:30),Philadelphia,3,1,Atlanta,"18,510",Subaru Park
Sat,9/14/2019,19:30 (18:30),Philadelphia,1,1,Los Angeles FC,"19,145",Subaru Park
Sun,10/6/2019,16:00 (15:00),Philadelphia,1,2,NYCFC,"18,525",Subaru Park
Sat,3/3/2018,19:00 (18:00),Philadelphia,2,0,New England,"16,452",Subaru Park
Sat,3/17/2018,14:00 (13:00),Philadelphia,0,0,Columbus,"15,323",Subaru Park
Sat,4/7/2018,19:00 (18:00),Philadelphia,1,1,San Jose,"14,795",Subaru Park
Fri,4/13/2018,20:00 (19:00),Philadelphia,0,2,Orlando City,"16,032",Subaru Park
Sat,4/28/2018,15:30 (14:30),Philadelphia,3,2,D.C. United,"16,493",Subaru Park
Sat,5/19/2018,19:30 (18:30),Philadelphia,4,1,Real Salt Lake,"16,019",Subaru Park
Wed,5/30/2018,19:30 (18:30),Philadelphia,3,1,Chicago,"14,805",Subaru Park
Fri,6/8/2018,20:00 (19:00),Philadelphia,0,2,Toronto FC,"16,493",Subaru Park
Sat,6/23/2018,17:00 (16:00),Philadelphia,4,0,Vancouver,"15,250",Subaru Park
Sat,7/7/2018,19:00 (18:00),Philadelphia,0,2,Atlanta,"17,025",Subaru Park
Sat,7/21/2018,19:00 (18:00),Philadelphia,1,3,LA Galaxy,"19,013",Subaru Park
Sat,8/18/2018,19:00 (18:00),Philadelphia,2,0,NYCFC,"17,594",Subaru Park
Sat,8/25/2018,19:00 (18:00),Philadelphia,1,0,New England,"18,052",Subaru Park
Sat,9/15/2018,19:30 (18:30),Philadelphia,1,4,Montreal,"18,024",Subaru Park
Sun,9/23/2018,13:00 (12:00),Philadelphia,2,0,Sporting KC,"15,080",Subaru Park
Sat,10/6/2018,19:30 (18:30),Philadelphia,5,1,Minnesota,"16,334",Subaru Park
Sun,10/21/2018,15:00 (14:00),Philadelphia,0,1,NY Red Bulls,"18,021",Subaru Park
Sat,6/1/2019,19:30 (21:30),Portland,2,3,Los Angeles FC,"25,218",Providence Park
Sat,6/22/2019,20:00 (22:00),Portland,4,0,Houston,"25,218",Providence Park
Sun,6/30/2019,20:00 (22:00),Portland,1,0,FC Dallas,"25,218",Providence Park
Sat,7/13/2019,20:00 (22:00),Portland,2,2,Colorado,"25,218",Providence Park
Thu,7/18/2019,19:00 (21:00),Portland,1,1,Orlando City,"25,218",Providence Park
Sat,7/27/2019,19:30 (21:30),Portland,4,0,LA Galaxy,"25,218",Providence Park
Sat,8/10/2019,20:00 (22:00),Portland,3,1,Vancouver,"25,218",Providence Park
Wed,8/14/2019,20:00 (22:00),Portland,3,2,Chicago,"25,218",Providence Park
Sun,8/18/2019,19:00 (21:00),Portland,0,2,Atlanta,"25,218",Providence Park
Fri,8/23/2019,19:00 (21:00),Portland,1,2,Seattle,"25,218",Providence Park
Sat,8/31/2019,19:30 (21:30),Portland,1,0,Real Salt Lake,"25,218",Providence Park
Sat,9/7/2019,19:30 (21:30),Portland,2,1,Sporting KC,"25,218",Providence Park
Sun,9/15/2019,12:30 (14:30),Portland,0,1,D.C. United,"25,218",Providence Park
Wed,9/18/2019,19:30 (21:30),Portland,0,2,NY Red Bulls,"25,218",Providence Park
Sun,9/22/2019,12:55 (14:55),Portland,0,0,Minnesota,"25,218",Providence Park
Wed,9/25/2019,19:30 (21:30),Portland,2,2,New England,"25,218",Providence Park
Sun,10/6/2019,13:00 (15:00),Portland,3,1,San Jose,"25,218",Providence Park
Sat,4/14/2018,19:30 (21:30),Portland,3,2,Minnesota,"21,144",Providence Park
Sun,4/22/2018,15:00 (17:00),Portland,3,0,NYCFC,"21,144",Providence Park
Sun,5/13/2018,13:00 (15:00),Portland,1,0,Seattle,"21,144",Providence Park
Sat,5/19/2018,12:00 (14:00),Portland,2,1,Los Angeles FC,"21,144",Providence Park
Sat,6/2/2018,14:00 (16:00),Portland,1,1,LA Galaxy,"21,144",Providence Park
Sat,6/9/2018,19:30 (21:30),Portland,0,0,Sporting KC,"21,144",Providence Park
Sat,7/7/2018,20:00 (22:00),Portland,2,1,San Jose,"21,144",Providence Park
Sat,7/21/2018,20:00 (22:00),Portland,2,2,Montreal,"21,144",Providence Park
Sat,7/28/2018,20:00 (22:00),Portland,2,1,Houston,"21,144",Providence Park
Sat,8/4/2018,20:00 (22:00),Portland,3,0,Philadelphia,"21,144",Providence Park
Sat,8/11/2018,20:00 (22:00),Portland,1,2,Vancouver,"21,144",Providence Park
Sun,8/26/2018,18:30 (20:30),Portland,0,1,Seattle,"21,144",Providence Park
Wed,8/29/2018,19:30 (21:30),Portland,2,0,Toronto FC,"21,144",Providence Park
Sat,9/8/2018,19:30 (21:30),Portland,2,0,Colorado,"21,144",Providence Park
Wed,9/19/2018,19:30 (21:30),Portland,3,2,Columbus,"21,144",Providence Park
Sat,9/29/2018,19:30 (21:30),Portland,0,0,FC Dallas,"21,144",Providence Park
Sun,10/21/2018,14:00 (16:00),Portland,3,0,Real Salt Lake,"21,144",Providence Park
Sat,3/9/2019,16:00 (17:00),Real Salt Lake,1,0,Vancouver,"17,096",Rio Tinto Stadium
Sat,3/30/2019,19:00 (20:00),Real Salt Lake,2,4,FC Dallas,"18,220",Rio Tinto Stadium
Sat,4/13/2019,19:00 (20:00),Real Salt Lake,2,1,Orlando City,"16,770",Rio Tinto Stadium
Sat,5/4/2019,19:00 (20:00),Real Salt Lake,1,2,Portland,"18,066",Rio Tinto Stadium
Sat,5/18/2019,13:00 (14:00),Real Salt Lake,3,0,Toronto FC,"15,949",Rio Tinto Stadium
Fri,5/24/2019,19:00 (20:00),Real Salt Lake,2,1,Atlanta,"17,214",Rio Tinto Stadium
Sat,6/29/2019,20:00 (21:00),Real Salt Lake,2,0,Sporting KC,"18,933",Rio Tinto Stadium
Wed,7/3/2019,20:00 (21:00),Real Salt Lake,1,0,Columbus,"19,030",Rio Tinto Stadium
Sat,7/13/2019,20:00 (21:00),Real Salt Lake,4,0,Philadelphia,"18,925",Rio Tinto Stadium
Sat,7/20/2019,20:00 (21:00),Real Salt Lake,1,1,Minnesota,"16,992",Rio Tinto Stadium
Sat,8/3/2019,20:00 (21:00),Real Salt Lake,3,1,NYCFC,"18,282",Rio Tinto Stadium
Wed,8/14/2019,20:00 (21:00),Real Salt Lake,3,0,Seattle,"17,825",Rio Tinto Stadium
Sat,8/17/2019,20:00 (21:00),Real Salt Lake,0,2,Los Angeles FC,"18,213",Rio Tinto Stadium
Sat,8/24/2019,20:00 (21:00),Real Salt Lake,2,0,Colorado,"20,384",Rio Tinto Stadium
Wed,9/11/2019,19:30 (20:30),Real Salt Lake,1,0,San Jose,"17,196",Rio Tinto Stadium
Wed,9/25/2019,19:30 (20:30),Real Salt Lake,1,2,LA Galaxy,"20,838",Rio Tinto Stadium
Sun,9/29/2019,17:30 (18:30),Real Salt Lake,2,1,Houston,"18,117",Rio Tinto Stadium
Sat,3/10/2018,13:30 (14:30),Real Salt Lake,1,5,Los Angeles FC,"20,706",Rio Tinto Stadium
Sat,3/17/2018,19:00 (20:00),Real Salt Lake,1,0,NY Red Bulls,"16,334",Rio Tinto Stadium
Sat,4/7/2018,19:30 (20:30),Real Salt Lake,2,1,Vancouver,"16,015",Rio Tinto Stadium
Sat,4/21/2018,19:00 (20:00),Real Salt Lake,3,0,Colorado,"17,461",Rio Tinto Stadium
Sat,5/12/2018,19:00 (20:00),Real Salt Lake,3,2,D.C. United,"16,961",Rio Tinto Stadium
Wed,5/30/2018,19:30 (20:30),Real Salt Lake,2,1,Houston,"16,613",Rio Tinto Stadium
Sat,6/2/2018,19:30 (20:30),Real Salt Lake,2,0,Seattle,"18,556",Rio Tinto Stadium
Sat,6/23/2018,20:00 (21:00),Real Salt Lake,1,1,San Jose,"18,472",Rio Tinto Stadium
Wed,7/4/2018,20:00 (21:00),Real Salt Lake,4,2,Sporting KC,"19,206",Rio Tinto Stadium
Sat,7/7/2018,20:00 (21:00),Real Salt Lake,2,0,FC Dallas,"17,319",Rio Tinto Stadium
Sat,7/21/2018,20:00 (21:00),Real Salt Lake,2,2,Colorado,"19,207",Rio Tinto Stadium
Sat,8/4/2018,20:00 (21:00),Real Salt Lake,2,1,Chicago,"19,817",Rio Tinto Stadium
Sat,8/11/2018,20:00 (21:00),Real Salt Lake,1,1,Montreal,"18,901",Rio Tinto Stadium
Sat,9/1/2018,20:00 (21:00),Real Salt Lake,6,2,LA Galaxy,"21,363",Rio Tinto Stadium
Sat,9/15/2018,19:30 (20:30),Real Salt Lake,1,1,Minnesota,"19,785",Rio Tinto Stadium
Sat,10/6/2018,19:30 (20:30),Real Salt Lake,1,4,Portland,"20,034",Rio Tinto Stadium
Thu,10/18/2018,19:00 (20:00),Real Salt Lake,4,1,New England,"19,536",Rio Tinto Stadium
Sat,3/2/2019,19:00 (21:00),San Jose,1,2,Montreal,"18,000",Avaya Stadium
Sat,3/9/2019,17:00 (19:00),San Jose,0,3,Minnesota,"16,411",Avaya Stadium
Sat,3/30/2019,12:30 (14:30),San Jose,0,5,Los Angeles FC,"18,000",Avaya Stadium
Sat,4/6/2019,17:00 (19:00),San Jose,3,0,Portland,"16,233",Avaya Stadium
Sat,4/20/2019,19:00 (21:00),San Jose,4,1,Sporting KC,"15,777",Avaya Stadium
Sat,5/4/2019,19:00 (21:00),San Jose,1,0,FC Cincinnati,"16,743",Avaya Stadium
Sat,5/18/2019,12:30 (14:30),San Jose,4,1,Chicago,"15,232",Avaya Stadium
Sat,6/8/2019,12:30 (14:30),San Jose,2,2,FC Dallas,"16,841",Avaya Stadium
Wed,6/26/2019,19:30 (21:30),San Jose,2,0,Houston,"15,563",Avaya Stadium
Sat,6/29/2019,19:00 (21:00),San Jose,3,0,LA Galaxy,"50,850",Stanford Stadium
Sat,7/6/2019,19:30 (21:30),San Jose,1,0,Real Salt Lake,"15,339",Avaya Stadium
Sat,7/27/2019,19:00 (21:00),San Jose,3,1,Colorado,"17,762",Avaya Stadium
Sat,8/3/2019,19:00 (21:00),San Jose,1,1,Columbus,"17,088",Avaya Stadium
Sat,8/24/2019,19:00 (21:00),San Jose,3,1,Vancouver,"17,458",Avaya Stadium
Sat,8/31/2019,19:30 (21:30),San Jose,3,0,Orlando City,"17,323",Avaya Stadium
Wed,9/25/2019,20:00 (22:00),San Jose,1,2,Philadelphia,"16,652",Avaya Stadium
Sun,9/29/2019,16:30 (18:30),San Jose,0,1,Seattle,"18,000",Avaya Stadium
Sat,3/3/2018,19:30 (21:30),San Jose,3,2,Minnesota,"18,000",Avaya Stadium
Sat,3/31/2018,17:00 (19:00),San Jose,1,2,NYCFC,"18,000",Avaya Stadium
Sat,4/14/2018,19:30 (21:30),San Jose,2,2,Houston,"17,822",Avaya Stadium
Sat,5/5/2018,19:30 (21:30),San Jose,0,1,Portland,"17,850",Avaya Stadium
Sat,5/19/2018,19:30 (21:30),San Jose,1,3,D.C. United,"17,644",Avaya Stadium
Sat,6/9/2018,19:30 (21:30),San Jose,3,4,Los Angeles FC,"17,650",Avaya Stadium
Wed,6/13/2018,19:30 (21:30),San Jose,2,2,New England,"16,234",Avaya Stadium
Sat,6/30/2018,19:00 (21:00),San Jose,3,3,LA Galaxy,"50,743",Stanford Stadium
Wed,7/25/2018,19:30 (21:30),San Jose,0,1,Seattle,"16,478",Avaya Stadium
Sat,7/28/2018,19:30 (21:30),San Jose,0,0,Real Salt Lake,"16,351",Avaya Stadium
Sat,8/18/2018,19:00 (21:00),San Jose,1,1,Toronto FC,"17,456",Avaya Stadium
Sat,8/25/2018,19:00 (21:00),San Jose,2,3,Vancouver,"16,326",Avaya Stadium
Wed,8/29/2018,19:30 (21:30),San Jose,4,3,FC Dallas,"15,648",Avaya Stadium
Sat,9/15/2018,19:30 (21:30),San Jose,1,5,Sporting KC,"16,682",Avaya Stadium
Wed,9/19/2018,20:00 (22:00),San Jose,3,4,Atlanta,"15,948",Avaya Stadium
Sat,10/6/2018,19:30 (21:30),San Jose,1,3,NY Red Bulls,"17,241",Avaya Stadium
Sun,10/21/2018,14:00 (16:00),San Jose,0,0,Colorado,"17,474",Avaya Stadium
Sat,3/2/2019,19:00 (21:00),Seattle,4,1,FC Cincinnati,"39,011",CenturyLink Field
Sat,3/9/2019,19:00 (21:00),Seattle,2,0,Colorado,"37,725",CenturyLink Field
Sat,4/6/2019,19:00 (21:00),Seattle,1,0,Real Salt Lake,"37,722",CenturyLink Field
Sat,4/13/2019,13:00 (15:00),Seattle,3,2,Toronto FC,"37,722",CenturyLink Field
Wed,4/24/2019,19:30 (21:30),Seattle,2,2,San Jose,"37,722",CenturyLink Field
Sun,4/28/2019,12:30 (14:30),Seattle,1,1,Los Angeles FC,"38,581",CenturyLink Field
Sat,5/11/2019,19:00 (21:00),Seattle,1,0,Houston,"39,232",CenturyLink Field
Wed,5/15/2019,19:30 (21:30),Seattle,2,1,Orlando City,"37,722",CenturyLink Field
Sat,6/29/2019,19:00 (21:00),Seattle,1,0,Vancouver,"44,489",CenturyLink Field
Sun,7/14/2019,12:55 (14:55),Seattle,2,1,Atlanta,"38,232",CenturyLink Field
Sun,7/21/2019,18:30 (20:30),Seattle,1,2,Portland,"50,072",CenturyLink Field
Sun,8/4/2019,19:00 (21:00),Seattle,2,3,Sporting KC,"37,722",CenturyLink Field
Sat,8/10/2019,13:00 (15:00),Seattle,3,3,New England,"38,826",CenturyLink Field
Sun,9/1/2019,15:30 (17:30),Seattle,4,3,LA Galaxy,"46,673",CenturyLink Field
Sun,9/15/2019,15:00 (17:00),Seattle,4,2,NY Red Bulls,"37,722",CenturyLink Field
Wed,9/18/2019,19:30 (21:30),Seattle,0,0,FC Dallas,"37,722",CenturyLink Field
Sun,10/6/2019,13:00 (15:00),Seattle,1,0,Minnesota,"47,297",CenturyLink Field
Sun,3/4/2018,14:00 (16:00),Seattle,0,1,Los Angeles FC,"40,070",CenturyLink Field
Sat,3/31/2018,19:00 (21:00),Seattle,0,1,Montreal,"39,469",CenturyLink Field
Sun,4/22/2018,13:00 (15:00),Seattle,3,1,Minnesota,"39,477",CenturyLink Field
Sat,5/5/2018,13:00 (15:00),Seattle,0,0,Columbus,"39,515",CenturyLink Field
Sat,5/26/2018,14:00 (16:00),Seattle,0,1,Real Salt Lake,"39,508",CenturyLink Field
Sat,6/9/2018,19:00 (21:00),Seattle,2,1,D.C. United,"39,465",CenturyLink Field
Sat,6/23/2018,19:00 (21:00),Seattle,1,1,Chicago,"39,513",CenturyLink Field
Sat,6/30/2018,13:30 (15:30),Seattle,2,3,Portland,"47,521",CenturyLink Field
Sat,7/21/2018,13:00 (15:00),Seattle,2,0,Vancouver,"41,849",CenturyLink Field
Sun,7/29/2018,14:00 (16:00),Seattle,3,1,NYCFC,"39,528",CenturyLink Field
Sun,8/12/2018,19:00 (21:00),Seattle,2,1,FC Dallas,"39,522",CenturyLink Field
Sat,8/18/2018,13:00 (15:00),Seattle,5,0,LA Galaxy,"44,213",CenturyLink Field
Sat,9/1/2018,13:00 (15:00),Seattle,3,1,Sporting KC,"39,530",CenturyLink Field
Wed,9/19/2018,20:00 (22:00),Seattle,0,1,Philadelphia,"39,536",CenturyLink Field
Sat,9/29/2018,13:00 (15:00),Seattle,4,0,Colorado,"40,042",CenturyLink Field
Mon,10/8/2018,19:30 (21:30),Seattle,4,1,Houston,"39,518",CenturyLink Field
Sun,10/28/2018,13:30 (15:30),Seattle,2,1,San Jose,"42,617",CenturyLink Field
Sun,3/10/2019,14:00,Sporting KC,2,0,Philadelphia,"18,738",Children's Mercy Park
Sat,3/30/2019,14:00,Sporting KC,7,1,Montreal,"18,632",Children's Mercy Park
Sun,4/14/2019,18:00,Sporting KC,2,2,NY Red Bulls,"17,897",Children's Mercy Park
Sat,4/27/2019,19:30,Sporting KC,4,4,New England,"18,511",Children's Mercy Park
Sun,5/5/2019,20:00,Sporting KC,0,3,Atlanta,"18,518",Children's Mercy Park
Sat,5/18/2019,19:30,Sporting KC,1,1,Vancouver,"18,691",Children's Mercy Park
Sun,5/26/2019,17:00,Sporting KC,3,2,Seattle,"19,882",Children's Mercy Park
Wed,5/29/2019,19:30,Sporting KC,0,2,LA Galaxy,"19,979",Children's Mercy Park
Wed,7/3/2019,19:30,Sporting KC,1,5,Los Angeles FC,"19,754",Children's Mercy Park
Sat,7/6/2019,19:30,Sporting KC,1,0,Chicago,"18,570",Children's Mercy Park
Sat,7/20/2019,19:30,Sporting KC,0,2,FC Dallas,"18,736",Children's Mercy Park
Sat,8/10/2019,19:30,Sporting KC,1,2,Real Salt Lake,"18,219",Children's Mercy Park
Sat,8/17/2019,19:30,Sporting KC,2,1,San Jose,"17,941",Children's Mercy Park
Thu,8/22/2019,20:30,Sporting KC,1,0,Minnesota,"17,083",Children's Mercy Park
Sat,8/31/2019,19:30,Sporting KC,1,0,Houston,"18,917",Children's Mercy Park
Sat,9/21/2019,19:30,Sporting KC,2,3,Colorado,"18,862",Children's Mercy Park
Sun,9/29/2019,18:30,Sporting KC,2,2,Portland,"17,281",Children's Mercy Park
Sun,3/4/2018,18:30,Sporting KC,0,2,NYCFC,"20,831",Children's Mercy Park
Sat,3/17/2018,19:30,Sporting KC,3,2,San Jose,"18,868",Children's Mercy Park
Sat,3/31/2018,19:30,Sporting KC,1,0,D.C. United,"18,624",Children's Mercy Park
Sun,4/15/2018,15:00,Sporting KC,2,2,Seattle,"18,508",Children's Mercy Park
Fri,4/20/2018,20:00,Sporting KC,6,0,Vancouver,"19,690",Children's Mercy Park
Sat,5/5/2018,19:30,Sporting KC,1,0,Colorado,"20,553",Children's Mercy Park
Sun,5/27/2018,17:00,Sporting KC,0,0,Columbus,"20,697",Children's Mercy Park
Sun,6/3/2018,19:30,Sporting KC,4,1,Minnesota,"20,422",Children's Mercy Park
Sat,6/23/2018,19:30,Sporting KC,3,2,Houston,"20,081",Children's Mercy Park
Sat,7/7/2018,19:30,Sporting KC,2,2,Toronto FC,"21,064",Children's Mercy Park
Sat,7/28/2018,20:00,Sporting KC,2,3,FC Dallas,"20,758",Children's Mercy Park
Sat,8/18/2018,19:30,Sporting KC,3,0,Portland,"19,737",Children's Mercy Park
Sat,8/25/2018,19:30,Sporting KC,2,0,Minnesota,"19,345",Children's Mercy Park
Sat,9/8/2018,19:30,Sporting KC,1,0,Orlando City,"19,332",Children's Mercy Park
Sun,9/30/2018,16:00,Sporting KC,1,1,Real Salt Lake,"19,844",Children's Mercy Park
Sat,10/6/2018,19:30,Sporting KC,1,1,LA Galaxy,"20,092",Children's Mercy Park
Sun,10/28/2018,15:30,Sporting KC,2,1,Los Angeles FC,"20,702",Children's Mercy Park
Sun,3/17/2019,19:30 (18:30),Toronto FC,3,2,New England,"23,271",BMO Field
Fri,3/29/2019,20:00 (19:00),Toronto FC,4,0,NYCFC,"25,447",BMO Field
Sat,4/6/2019,15:00 (14:00),Toronto FC,2,2,Chicago,"26,256",BMO Field
Fri,4/19/2019,20:00 (19:00),Toronto FC,4,3,Minnesota,"22,651",BMO Field
Sat,4/27/2019,15:00 (14:00),Toronto FC,1,2,Portland,"24,832",BMO Field
Sat,5/11/2019,15:00 (14:00),Toronto FC,1,2,Philadelphia,"26,219",BMO Field
Wed,5/15/2019,20:00 (19:00),Toronto FC,0,0,D.C. United,"26,116",BMO Field
Sun,5/26/2019,19:30 (18:30),Toronto FC,1,2,San Jose,"23,524",BMO Field
Fri,6/7/2019,19:00 (18:00),Toronto FC,2,2,Sporting KC,"24,748",BMO Field
Wed,6/26/2019,20:00 (19:00),Toronto FC,3,2,Atlanta,"24,598",BMO Field
Wed,7/17/2019,20:00 (19:00),Toronto FC,3,1,NY Red Bulls,"24,462",BMO Field
Sat,7/20/2019,19:30 (18:30),Toronto FC,1,3,Houston,"25,949",BMO Field
Sat,7/27/2019,20:00 (19:00),Toronto FC,2,1,FC Cincinnati,"25,765",BMO Field
Sat,8/10/2019,19:30 (18:30),Toronto FC,1,1,Orlando City,"24,487",BMO Field
Sat,8/24/2019,19:30 (18:30),Toronto FC,2,1,Montreal,"28,989",BMO Field
Sun,9/15/2019,17:00 (16:00),Toronto FC,3,2,Colorado,"24,810",BMO Field
Sun,10/6/2019,16:00 (15:00),Toronto FC,1,0,Columbus,"23,692",BMO Field
Sat,3/3/2018,13:00 (12:00),Toronto FC,0,2,Columbus,"26,633",BMO Field
Fri,3/30/2018,20:00 (19:00),Toronto FC,3,1,Real Salt Lake,"28,006",BMO Field
Sat,4/28/2018,15:00 (14:00),Toronto FC,2,2,Chicago,"26,331",BMO Field
Fri,5/4/2018,20:00 (19:00),Toronto FC,3,0,Philadelphia,"24,728",BMO Field
Wed,5/9/2018,19:30 (18:30),Toronto FC,1,2,Seattle,"26,089",BMO Field
Fri,5/18/2018,20:00 (19:00),Toronto FC,2,1,Orlando City,"28,009",BMO Field
Fri,5/25/2018,20:00 (19:00),Toronto FC,0,1,FC Dallas,"27,549",BMO Field
Wed,6/13/2018,20:00 (19:00),Toronto FC,4,4,D.C. United,"23,011",BMO Field
Sun,7/1/2018,16:30 (15:30),Toronto FC,0,1,NY Red Bulls,"26,363",BMO Field
Sat,7/28/2018,19:00 (18:00),Toronto FC,3,0,Chicago,"29,190",BMO Field
Sun,8/12/2018,16:00 (15:00),Toronto FC,2,3,NYCFC,"27,935",BMO Field
Sat,8/25/2018,20:00 (19:00),Toronto FC,3,1,Montreal,"27,294",BMO Field
Sat,9/1/2018,20:00 (19:00),Toronto FC,2,4,Los Angeles FC,"28,247",BMO Field
Sat,9/15/2018,19:30 (18:30),Toronto FC,5,3,LA Galaxy,"30,799",BMO Field
Sat,9/29/2018,19:30 (18:30),Toronto FC,4,1,New England,"24,710",BMO Field
Sat,10/6/2018,17:00 (16:00),Toronto FC,1,2,Vancouver,"23,886",BMO Field
Sun,10/28/2018,16:30 (15:30),Toronto FC,4,1,Atlanta,"23,895",BMO Field
Sat,3/2/2019,15:00 (17:00),Vancouver,2,3,Minnesota,"27,837",BC Place
Sat,3/30/2019,19:00 (21:00),Vancouver,0,0,Seattle,"24,803",BC Place
Fri,4/5/2019,19:00 (21:00),Vancouver,0,2,LA Galaxy,"22,120",BC Place
Wed,4/17/2019,19:00 (21:00),Vancouver,1,0,Los Angeles FC,"17,038",BC Place
Sat,4/27/2019,14:00 (16:00),Vancouver,1,1,Philadelphia,"17,835",BC Place
Fri,5/10/2019,19:00 (21:00),Vancouver,1,0,Portland,"18,356",BC Place
Wed,5/15/2019,19:00 (21:00),Vancouver,0,1,Atlanta,"16,138",BC Place
Sat,5/25/2019,16:00 (18:00),Vancouver,2,1,FC Dallas,"18,309",BC Place
Fri,5/31/2019,19:00 (21:00),Vancouver,1,1,Toronto FC,"21,083",BC Place
Sat,6/22/2019,19:00 (21:00),Vancouver,2,2,Colorado,"19,893",BC Place
Sat,7/13/2019,19:00 (21:00),Vancouver,0,3,Sporting KC,"18,700",BC Place
Sat,7/20/2019,19:00 (21:00),Vancouver,1,3,San Jose,"17,558",BC Place
Sat,8/17/2019,19:00 (21:00),Vancouver,1,0,D.C. United,"22,120",BC Place
Sat,8/31/2019,19:00 (21:00),Vancouver,1,3,NYCFC,"17,512",BC Place
Sat,9/14/2019,19:00 (21:00),Vancouver,2,1,Houston,"17,382",BC Place
Sat,9/21/2019,14:00 (16:00),Vancouver,1,1,Columbus,"16,683",BC Place
Sun,10/6/2019,13:00 (15:00),Vancouver,0,1,Real Salt Lake,"18,378",BC Place
Sun,3/4/2018,15:00 (17:00),Vancouver,2,1,Montreal,"27,837",BC Place
Sat,3/24/2018,19:00 (21:00),Vancouver,0,0,LA Galaxy,"22,120",BC Place
Fri,4/13/2018,19:00 (21:00),Vancouver,0,2,Los Angeles FC,"22,120",BC Place
Fri,4/27/2018,19:30 (21:30),Vancouver,2,0,Real Salt Lake,"19,283",BC Place
Fri,5/11/2018,19:30 (21:30),Vancouver,2,2,Houston,"18,813",BC Place
Wed,5/16/2018,19:30 (21:30),Vancouver,2,2,San Jose,"17,357",BC Place
Sat,5/26/2018,14:30 (16:30),Vancouver,3,3,New England,"22,120",BC Place
Sat,6/9/2018,16:00 (18:00),Vancouver,5,2,Orlando City,"22,120",BC Place
Sun,7/1/2018,16:00 (18:00),Vancouver,0,1,Colorado,"21,038",BC Place
Sat,7/7/2018,19:30 (21:30),Vancouver,3,2,Chicago,"22,120",BC Place
Sat,7/28/2018,19:00 (21:00),Vancouver,4,2,Minnesota,"20,831",BC Place
Sat,8/18/2018,16:00 (18:00),Vancouver,2,2,NY Red Bulls,"22,120",BC Place
Sat,9/1/2018,19:00 (21:00),Vancouver,2,1,San Jose,"22,120",BC Place
Sat,9/15/2018,19:00 (21:00),Vancouver,1,2,Seattle,"27,863",BC Place
Sun,9/23/2018,16:00 (18:00),Vancouver,1,2,FC Dallas,"21,190",BC Place
Wed,10/17/2018,19:00 (21:00),Vancouver,1,4,Sporting KC,"18,689",BC Place
Sun,10/28/2018,13:30 (15:30),Vancouver,2,1,Portland,"25,348",BC Place
